resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section
L.01,Pekerja,Labor,Labor,OH,0.0,0.0,0.0,0.0,0,IDR,0.0,0.7496,2750,2739,Water resources works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Water resources works,A.1.1 Pekerjaan tanah secara manual dan semi mekanis (Normatif)
L.04,Mandor Peralatan (A+B+C),Labor,Labor,OH,0.0,0.0,0.0,0.0,0,IDR,0.0,0.0614,2685,2685,Water resources works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Water resources works,A.1.1 Pekerjaan tanah secara manual dan semi mekanis (Normatif)
L.02,Tukang kayu,Labor,Labor,OH,0.0,0.0,0.0,0.0,0,IDR,0.0,0.6428,2301,2260,Water resources works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Water resources works,A.1.1 Pekerjaan tanah secara manual dan semi mekanis (Normatif)
L.03,Kepala Tukang,Labor,Labor,OH,0.0,0.0,0.0,0.0,0,IDR,0.0,0.1629,1761,1680,Water resources works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Water resources works,A.1.1 Pekerjaan tanah secara manual dan semi mekanis (Normatif)
Semen Portland,Semen Portland,Material,General,Kg,0.0,0.0,0.0,0.0,0,IDR,0.0,66.2005,276,276,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.2.2.1 HARGA SATUAN PEKERJAAN PERSIAPAN
Sewa Tripot/Tackel,Sewa Tripot/Tackel,Equipment,General,hari,0.0,0.0,0.0,0.0,0,IDR,0.0,0.4201,213,213,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.8.4.1 HARGA SATUAN PEKERJAAN PEMASANGAN PIPA DI LUAR GEDUNG
Pasir pasang,Pasir pasang,Material,General,m3,0.0,0.0,0.0,0.0,0,IDR,0.0,0.1095,97,97,Water resources works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Water resources works,A.2 Pekerjaan pasangan (Normatif)
Pasing Pasang,Pasing Pasang,Material,General,m3,0.0,0.0,0.0,0.0,0,IDR,0.0,0.0459,83,83,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,3.6.1 DINDING BATA MERAH
Urukan pasir uruk,Urukan pasir uruk,Material,General,m3,0.0,0.0,0.0,0.0,0,IDR,0.0,0.1373,82,82,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,8.1 SALURAN U-DITCH
Pasir beton,Pasir beton,Material,General,m3,0.0,0.0,0.0,0.0,0,IDR,0.0,374.0967,68,68,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.2.2.1 HARGA SATUAN PEKERJAAN PERSIAPAN
pipa T2/mekanik cilinder saw,pipa T2/mekanik cilinder saw,Equipment,General,hari,0.0,0.0,0.0,0.0,0,IDR,0.0,0.3783,60,60,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.8.4.2 HARGA SATUAN PEKERJAAN PEMOTONGAN PIPA
Semen Warna,Semen Warna,Material,General,kg,0.0,0.0,0.0,0.0,0,IDR,0.0,1.0252,59,59,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,3.1.1 ATAP GENTENG
"Crane truck 3 Ton, 5 Ton *)","Crane truck 3 Ton, 5 Ton *)",Equipment,Cranes,jam,0.0,0.0,0.0,0.0,0,IDR,0.0,0.2414,57,57,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,8.1 SALURAN U-DITCH
M.15,Portland cement,Material,Concrete & Cement,kg,0.0,0.0,0.0,0.0,0,IDR,0.0,208.9316,56,56,Water resources works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Water resources works,A.2 Pekerjaan pasangan (Normatif)
Air,Air,Material,General,Liter,0.0,0.0,0.0,0.0,0,IDR,0.0,163.4264,51,51,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.4.1.1 HARGA SATUAN PEKERJAAN BETON
"Lantai kerja f'c 7,5 MPa","Lantai kerja f'c 7,5 MPa",Material,General,m3,0.0,0.0,0.0,0.0,0,IDR,0.0,0.0599,47,47,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,8.1 SALURAN U-DITCH
Semen warna,Semen warna,Material,General,Kg,0.0,0.0,0.0,0.0,0,IDR,0.0,1.0707,47,47,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.4.4.3 HARGA SATUAN PEKERJAAN PENUTUP LANTAI DAN PENUTUP
L.11,Kepala tukang,Labor,Labor,OH,0.0,0.0,0.0,0.0,0,IDR,0.0,0.0148,43,43,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.4.5.2. HARGA SATUAN PEKERJAAN PENUTUP ATAP
L.15,Mandor,Labor,Labor,OH,0.0,0.0,0.0,0.0,0,IDR,0.0,0.0074,43,43,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.4.5.2. HARGA SATUAN PEKERJAAN PENUTUP ATAP
Pasir Pasang,Pasir Pasang,Material,General,m3,0.0,0.0,0.0,0.0,0,IDR,0.0,0.1065,42,42,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.2.3.1 HARGA SATUAN PEKERJAAN TANAH
Peralatan potong pipa T2/mekanik / cilinder saw,Peralatan potong pipa T2/mekanik / cilinder saw,Equipment,General,Hari,0.0,0.0,0.0,0.0,0,IDR,0.0,0.1325,39,39,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,9.2 PIPA GALVANIS
Lantai kerja f'c 10 MPa,Lantai kerja f'c 10 MPa,Material,General,m3,0.0,0.0,0.0,0.0,0,IDR,0.0,0.0716,35,35,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,8.1 SALURAN U-DITCH
L.08,Ahli madya (sipil/hidrologi) Mistar ukur besi/allumunium,Labor,Labor,OH,0.0,0.0,0.0,0.0,0,IDR,0.0,0.3707,34,34,Water resources works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Water resources works,P.13 Pekerjaan pantai
Kerikil,Kerikil,Material,General,m3,0.0,0.0,0.0,0.0,0,IDR,0.0,154.5495,30,30,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.3.2.1 HARGA SATUAN PEKERJAAN PONDASI
M.12,Kr / Krikil,Material,General,kg,0.0,0.0,0.0,0.0,0,IDR,0.0,766.4236,28,28,Water resources works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Water resources works,P.13 Pekerjaan pantai
M.14.a,PB / Pasir Beton,Material,General,kg,0.0,0.0,0.0,0.0,0,IDR,0.0,546.1573,28,28,Water resources works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Water resources works,P.13 Pekerjaan pantai
M.14.b,Pasir pasang,Material,General,m3,0.0,0.0,0.0,0.0,0,IDR,0.0,0.3089,28,28,Water resources works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Water resources works,5 (K175)
E.29.b,"Molen kapasitas 0,3 1 m3",Equipment,General,Sewa-hari,0.0,0.0,0.0,0.0,0,IDR,0.0,0.1318,26,26,Water resources works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Water resources works,A.2 Pekerjaan pasangan (Normatif)
Isolasi,Isolasi,Material,General,m,0.0,0.0,0.0,0.0,0,IDR,0.0,1.032,25,25,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,"L.0 OH m' 1,15"
M.02,Air,Material,General,Liter,0.0,0.0,0.0,0.0,0,IDR,0.0,198.8,25,25,Water resources works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Water resources works,P.13 Pekerjaan pantai
M.71.b,Paku 5 cm dan 7 cm,Material,General,kg,0.0,0.0,0.0,0.0,0,IDR,0.0,0.304,25,25,Water resources works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Water resources works,A.1.1 Pekerjaan tanah secara manual dan semi mekanis (Normatif)
M.37.a,Kaso 5/7 cm *,Material,General,m3,0.0,0.0,0.0,0.0,0,IDR,0.0,0.0077,25,21,Water resources works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Water resources works,1 1PC : 2PB : 3Kr
M.06.a,Batu / batu belah Kawat bronjong ø,Material,General,m3,0.0,0.0,0.0,0.0,0,IDR,0.0,2.0982,25,25,Water resources works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Water resources works,P.04 1 m2 Pekerjaan plesteran dengan mortar jenis PC-PP (1 m2)
Batu belah,Batu belah,Material,General,m3,0.0,0.0,0.0,0.0,0,IDR,0.0,1.0638,24,24,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.2.2.1 HARGA SATUAN PEKERJAAN PERSIAPAN
M.136b,BBM non subsidi,Material,General,Liter,0.0,0.0,0.0,0.0,0,IDR,0.0,1.2892,24,24,Water resources works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Water resources works,5 (K175)
PP,PP,Material,General,m3,0.0,0.0,0.0,0.0,0,IDR,0.0,0.0239,19,19,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.4.4.2 HARGA SATUAN PEKERJAAN PLESTERAN
Bata merah,Bata merah,Material,General,Bh,0.0,0.0,0.0,0.0,0,IDR,0.0,82.6605,19,19,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.2.2.1 HARGA SATUAN PEKERJAAN PERSIAPAN
T Dus,T Dus,Material,General,buah,0.0,0.0,0.0,0.0,0,IDR,0.0,1.1111,18,18,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.8.4.6 HARGA SATUAN PEKERJAAN ELEKTRIKAL
"Sewa excavator 225 kapasitas 0,5 1,0 m3","Sewa excavator 225 kapasitas 0,5 1,0 m3",Equipment,Excavators,hari,0.0,0.0,0.0,0.0,0,IDR,0.0,0.0647,18,18,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.8.4.1 HARGA SATUAN PEKERJAAN PEMASANGAN PIPA DI LUAR GEDUNG
Socket Conduit 20 mm,Socket Conduit 20 mm,Material,General,buah,0.0,0.0,0.0,0.0,0,IDR,0.0,11.4444,18,18,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,"L.0 OH m' 1,15"
Minyak bekisting,Minyak bekisting,Material,General,Liter,0.0,0.0,0.0,0.0,0,IDR,0.0,0.1722,18,18,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.4.1.1 HARGA SATUAN PEKERJAAN BETON
a Tanah subur: 75%,a Tanah subur: 75%,Material,General,m3,0.0,0.0,0.0,0.0,0,IDR,0.0,0.0936,18,18,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,4.1 PEKERJAAN PENANAMAN TANAMAN
Air bersih,Air bersih,Material,General,liter,0.0,0.0,0.0,0.0,0,IDR,0.0,6.2222,18,18,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,4.1 PEKERJAAN PENANAMAN TANAMAN
b Pupuk organik: 20% c Pasir/kompos/,b Pupuk organik: 20% c Pasir/kompos/,Material,General,m3,0.0,0.0,0.0,0.0,0,IDR,0.0,0.025,18,18,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,4.1 PEKERJAAN PENANAMAN TANAMAN
Fischer S6 + sekrup,Fischer S6 + sekrup,Material,General,buah,0.0,0.0,0.0,0.0,0,IDR,0.0,31.9412,17,17,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,"L.0 OH m' 1,15"
material perbaikan tanah: 5%,material perbaikan tanah: 5%,Material,General,m3,0.0,0.0,0.0,0.0,0,IDR,0.0,0.0062,17,17,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,4.1 PEKERJAAN PENANAMAN TANAMAN
Klem 20 mm,Klem 20 mm,Material,General,buah,0.0,0.0,0.0,0.0,0,IDR,0.0,21.2941,17,17,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,"L.0 OH m' 1,15"
Sewa crane,Sewa crane,Equipment,Cranes,unit hari,0.0,0.0,0.0,0.0,0,IDR,0.0,0.5427,16,16,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.4.1.2 HARGA SATUAN PEKERJAAN BETON PRACETAK
PC,PC,Material,General,Kg,0.0,0.0,0.0,0.0,0,IDR,0.0,7.2375,16,16,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.4.4.2 HARGA SATUAN PEKERJAAN PLESTERAN
Lem Kayu,Lem Kayu,Material,General,kg,0.0,0.0,0.0,0.0,0,IDR,0.0,0.6038,16,16,Water resources works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Water resources works,4 - - LS
Bata Merah,Bata Merah,Material,General,buah,0.0,0.0,0.0,0.0,0,IDR,0.0,91.3861,16,16,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,3.6.1 DINDING BATA MERAH
"Stang bor, batang diameter 1 1/4""","Stang bor, batang diameter 1 1/4""",Equipment,General,hari,0.0,0.0,0.0,0.0,0,IDR,0.0,0.3728,16,16,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,2.2.1.8.2 Vibrator untuk 1 m3 beton (Lihat Peraturan Menteri Pekerjaan
Flexible Conduit 20 mm,Flexible Conduit 20 mm,Material,General,m,0.0,0.0,0.0,0.0,0,IDR,0.0,1.0,15,15,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,5.3 PEKERJAAN SISTEM PENCAHAYAAN
Finish Cat,Finish Cat,Material,General,Lot,0.0,0.0,0.0,0.0,0,IDR,0.0,1.0,15,15,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,5.5 PEKERJAAN SISTEM TATA UDARA
Flinkote,Flinkote,Material,General,Lot,0.0,0.0,0.0,0.0,0,IDR,0.0,1.0,15,15,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,5.5 PEKERJAAN SISTEM TATA UDARA
E.14.a,Jack hammer,Equipment,General,hari,0.0,0.0,0.0,0.0,0,IDR,0.0,0.1313,15,15,Water resources works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Water resources works,5 (K175)
Crawler Crane 10 + ladder 14 ton,Crawler Crane 10 + ladder 14 ton,Equipment,Cranes,jam,0.0,0.0,0.0,0.0,0,IDR,0.0,0.0595,15,15,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,2.2.1.8.2 Vibrator untuk 1 m3 beton (Lihat Peraturan Menteri Pekerjaan
Pengencer,Pengencer,Material,General,Kg,0.0,0.0,0.0,0.0,0,IDR,0.0,0.0153,15,15,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.4.7.1 HARGA SATUAN PEKERJAAN PENGECATAN
Ampelas,Ampelas,Material,General,Lbr,0.0,0.0,0.0,0.0,0,IDR,0.0,0.8147,15,15,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.4.7.1 HARGA SATUAN PEKERJAAN PENGECATAN
Hanger + Support,Hanger + Support,Material,General,Lot,0.0,0.0,0.0,0.0,0,IDR,0.0,1.0,15,15,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,5.5 PEKERJAAN SISTEM TATA UDARA
Paku Pancing 6x23,Paku Pancing 6x23,Material,General,kg,0.0,0.0,0.0,0.0,0,IDR,0.0,0.12,14,14,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,3.1.2 ATAP SERAT SEMEN GELOMBANG
b Tali ijuk/pengikat sejenisnya 4 Media tanam,b Tali ijuk/pengikat sejenisnya 4 Media tanam,Material,General,m’,0.0,0.0,0.0,0.0,0,IDR,0.0,11.7143,14,14,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,4.1 PEKERJAAN PENANAMAN TANAMAN
Anti rayap pada tanah 3 Steger,Anti rayap pada tanah 3 Steger,Material,General,kg,0.0,0.0,0.0,0.0,0,IDR,0.0,0.0143,14,14,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,4.1 PEKERJAAN PENANAMAN TANAMAN
Semen PC,Semen PC,Material,General,Kg,0.0,0.0,0.0,0.0,0,IDR,0.0,17.2584,14,14,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.2.2.1 HARGA SATUAN PEKERJAAN PERSIAPAN
Conduit 20 mm,Conduit 20 mm,Material,General,m,0.0,0.0,0.0,0.0,0,IDR,0.0,24.5929,14,14,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,5.4 PEKERJAAN SISTEM ELEKTRONIK
Peralatan potong T2/mekanik / cilinder saw,Peralatan potong T2/mekanik / cilinder saw,Equipment,General,hari,0.0,0.0,0.0,0.0,0,IDR,0.0,0.9402,14,14,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,9.3 PIPA HDPE/PE
M.129,Minyak bekisting,Material,General,Liter,0.0,0.0,0.0,0.0,0,IDR,0.0,0.2071,14,14,Water resources works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Water resources works,1 1PC : 2PB : 3Kr
Mobile crane ≤ 3 ton,Mobile crane ≤ 3 ton,Equipment,Cranes,hari,0.0,0.0,0.0,0.0,0,IDR,0.0,0.4393,14,14,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,9.7 AKSESORIS PIPA
Papan Kayu,Papan Kayu,Material,General,m3,0.0,0.0,0.0,0.0,0,IDR,0.0,0.057,14,14,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,3.3 PEKERJAAN AKSESORIS ATAP
Material Organik,Material Organik,Material,General,m3,0.0,0.0,0.0,0.0,0,IDR,0.0,0.3808,13,13,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,4.1 PEKERJAAN PENANAMAN TANAMAN
E.24a,1* Wheel Loader/Excavator,Equipment,Excavators,jam,0.0,0.0,0.0,0.0,0,IDR,0.0,0.1192,13,13,Water resources works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Water resources works,P.13 Pekerjaan pantai
Papan kayu,Papan kayu,Material,General,m3,0.0,0.0,0.0,0.0,0,IDR,0.0,0.0306,13,13,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.4.6.1 HARGA SATUAN PEKERJAAN KAYU
& handle crane 2 Mobile crane  3,& handle crane 2 Mobile crane  3,Equipment,Cranes,hari,0.0,0.0,0.0,0.0,0,IDR,0.0,0.4346,13,13,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.8.4.3 HARGA SATUAN PEKERJAAN PEMASANGAN AKSESORIS PIPA
Mesin Molen 1m3,Mesin Molen 1m3,Equipment,General,hari,0.0,0.0,0.0,0.0,0,IDR,0.0,0.0714,13,13,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,4.1 PEKERJAAN PENANAMAN TANAMAN
M.137b,BBM non Subsidi 4,Material,General,Liter,0.0,0.0,0.0,0.0,0,IDR,0.0,1.5523,13,13,Water resources works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Water resources works,1 1PC : 2PB : 3Kr
Pemasangan Plesteran 1 SP : 4 PP tebal 15 mm,Pemasangan Plesteran 1 SP : 4 PP tebal 15 mm,Material,General,m2,0.0,0.0,0.0,0.0,0,IDR,0.0,0.0969,12,12,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,8.2 SALURAN BUIS BETON
"Excavator (Std.); 0,55 m3; 95 HP *)","Excavator (Std.); 0,55 m3; 95 HP *)",Equipment,Excavators,jam,0.0,0.0,0.0,0.0,0,IDR,0.0,0.064,12,12,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,8.1 SALURAN U-DITCH
Paku pancing 6,Paku pancing 6,Material,General,Kg,0.0,0.0,0.0,0.0,0,IDR,0.0,0.12,12,12,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.4.5.2. HARGA SATUAN PEKERJAAN PENUTUP ATAP
Asbes gel 92 x,Asbes gel 92 x,Material,General,Lbr,0.0,0.0,0.0,0.0,0,IDR,0.0,0.5375,12,12,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.4.5.2. HARGA SATUAN PEKERJAAN PENUTUP ATAP
"Chainsaw 20”; 5,5HP","Chainsaw 20”; 5,5HP",Equipment,General,hari,0.0,0.0,0.0,0.0,0,IDR,0.0,0.2288,12,12,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,1.1 PEKERJAAN PERSIAPAN
Sewa Pompa Submersible 3m3/h,Sewa Pompa Submersible 3m3/h,Equipment,General,hari,0.0,0.0,0.0,0.0,0,IDR,0.0,2.6042,12,12,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.8.4.4 HARGA SATUAN PEKERJAAN PENYAMBUNGAN PIPA BARU KE PIPA
Sewa Genset 1500 watt,Sewa Genset 1500 watt,Equipment,General,hari,0.0,0.0,0.0,0.0,0,IDR,0.0,1.3245,12,12,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.8.4.4 HARGA SATUAN PEKERJAAN PENYAMBUNGAN PIPA BARU KE PIPA
Sewa Genset 5 KW,Sewa Genset 5 KW,Equipment,General,hari,0.0,0.0,0.0,0.0,0,IDR,0.0,1.3245,12,12,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,9.7 AKSESORIS PIPA
termasuk material bantu / aksesoris,termasuk material bantu / aksesoris,Material,General,Unit,0.0,0.0,0.0,0.0,0,IDR,0.0,1.0,12,12,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,"L.0 OH m' 1,15"
Pasir Beton,Pasir Beton,Material,General,m3,0.0,0.0,0.0,0.0,0,IDR,0.0,272.4979,12,12,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.4.1.1 HARGA SATUAN PEKERJAAN BETON
M.132b,Oli SAE 20,Material,General,Liter,0.0,0.0,0.0,0.0,0,IDR,0.0,0.0225,12,12,Water resources works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Water resources works,A.6 Pekerjaan pintu air (Normatif)
M.138,Stempet,Material,General,kg,0.0,0.0,0.0,0.0,0,IDR,0.0,0.0317,12,12,Water resources works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Water resources works,A.6 Pekerjaan pintu air (Normatif)
Silicone Sealant 300 ml,Silicone Sealant 300 ml,Material,Rubber,tube,0.0,0.0,0.0,0.0,0,IDR,0.0,0.0875,11,11,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,3.12 PEKERJAAN KACA
Kayu kelas III,Kayu kelas III,Material,General,m3,0.0,0.0,0.0,0.0,0,IDR,0.0,0.025,11,11,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.4.1.1 HARGA SATUAN PEKERJAAN BETON
Paku biasa ½”-1”,Paku biasa ½”-1”,Material,General,Kg,0.0,0.0,0.0,0.0,0,IDR,0.0,0.0855,11,11,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.4.5.2. HARGA SATUAN PEKERJAAN PENUTUP ATAP
Sewa Pompa Sedot Ø 5”,Sewa Pompa Sedot Ø 5”,Equipment,General,hari,0.0,0.0,0.0,0.0,0,IDR,0.0,2.393,11,11,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,9.7 AKSESORIS PIPA
Kawat Las,Kawat Las,Material,General,kg,0.0,0.0,0.0,0.0,0,IDR,0.0,0.0504,11,11,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2022,Building and settlement works,3.5.3 RANGKA LANGIT-LANGIT (PLAFON)
Lem kayu,Lem kayu,Material,General,Kg,0.0,0.0,0.0,0.0,0,IDR,0.0,0.596,10,10,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.4.6.1 HARGA SATUAN PEKERJAAN KAYU
Air test (air bersih),Air test (air bersih),Material,General,m3,0.0,0.0,0.0,0.0,0,IDR,0.0,0.075,10,10,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.8.4.5 HARGA SATUAN PEKERJAAN PENGETESAN PIPA
Oli,Oli,Material,General,liter,0.0,0.0,0.0,0.0,0,IDR,0.0,0.002,10,10,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.8.4.5 HARGA SATUAN PEKERJAAN PENGETESAN PIPA
Bahan bakar,Bahan bakar,Material,General,liter,0.0,0.0,0.0,0.0,0,IDR,0.0,0.06,10,10,Building and settlement works,Analisa Harga Satuan Pekerjaan (AHSP) - Permen PUPR 2016,Building and settlement works,A.8.4.5 HARGA SATUAN PEKERJAAN PENGETESAN PIPA
