resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section
WW00400,PEQUEÑO MATERIAL,Material,General,u,5.97,5.97,5.97,5.97,1,MXN,35.54,5.9541,3044,3044,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Varios
WW00300,MATERIAL COMPLEMENTARIO O PZAS. ESPECIALES,Material,General,u,10.85,10.85,10.85,10.85,1,MXN,140.1,12.9084,2938,2938,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Varios
TP00100,PEÓN ESPECIAL,Labor,Labor,h,398.15,398.15,398.15,398.15,1,MXN,323.11,0.8115,2534,2534,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Bóvedas
ATC00100,"CUADRILLA ALBAÑILERÍA, FORMADA POR OFICIAL 1ª Y PEÓN ESP.",Labor,Labor,h,817.28,817.28,817.28,817.28,1,MXN,1325.92,1.6224,1230,1230,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,In situ
TO01900,OF. 1ª FONTANERO,Labor,Labor,h,419.13,419.13,419.13,419.13,1,MXN,424.61,1.0131,887,887,SANEAMIENTO,Base de Costes de la Construccion de Andalucia (BCCA 2023),SANEAMIENTO,Sifónicas
TO02100,OFICIAL 1ª,Labor,Labor,h,419.13,419.13,419.13,419.13,1,MXN,353.9,0.8444,527,527,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Varios
TO01800,OF. 1ª ELECTRICISTA,Labor,Labor,h,419.13,419.13,419.13,419.13,1,MXN,469.89,1.1211,510,510,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Contadores
ATC00400,CUADRILLA FORMADA POR OFICIAL 1ª INSTALADOR Y AYUDANTE,Labor,Labor,h,823.62,823.62,823.62,823.62,1,MXN,12710.01,15.432,476,476,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Aire acondicionado
AGM00500,"MORTERO DE CEMENTO M5 (1:6) CEM II/A-L 32,5 N",Material,Concrete & Cement,m3,1445.35,1445.35,1445.35,1445.35,1,MXN,97.27,0.0673,465,465,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,Fábricas
TO01600,OF. 1ª CERRAJERO-CHAPISTA,Labor,Labor,h,419.13,419.13,419.13,419.13,1,MXN,162.69,0.3881,430,430,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,A brazo
TO01400,OF. 1ª CALEFACTOR O MECÁNICO,Labor,Labor,h,419.13,419.13,419.13,419.13,1,MXN,980.74,2.3399,365,365,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Equipos y elementos auxiliares
ATC00200,"CUADRILLA ALBAÑILERÍA, FORMADA POR OFICIAL 2ª Y PEÓN ESP.",Labor,Labor,h,806.79,806.79,806.79,806.79,1,MXN,504.15,0.6249,355,355,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,In situ
TO00100,OF. 1ª ALBAÑILERÍA,Labor,Labor,h,419.13,419.13,419.13,419.13,1,MXN,275.52,0.6574,316,316,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Hormigón armado
CH04120,"HORMIGÓN HM-20/P/40/X0, SUMINISTRADO",Material,General,m3,1687.75,1687.75,1687.75,1687.75,1,MXN,458.3,0.2715,313,313,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,En masa
MK00100,CAMIÓN BASCULANTE,Equipment,General,h,689.57,689.57,689.57,689.57,1,MXN,89.36,0.1296,298,298,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Bóvedas
RW01900,JUNTA DE SELLADO,Material,General,m,24.6,24.6,24.6,24.6,1,MXN,81.03,3.2937,286,286,ALBAÑILERÍA,Base de Costes de la Construccion de Andalucia (BCCA 2023),ALBAÑILERÍA,Varios
TA00200,AYUDANTE ESPECIALISTA,Labor,Labor,h,404.48,404.48,404.48,404.48,1,MXN,502.17,1.2415,236,236,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Aire acondicionado
AGL00100,"LECHADA DE CEMENTO CEM II/A-L 32,5 N",Material,Concrete & Cement,m3,2956.19,2956.19,2956.19,2956.19,1,MXN,4.36,0.0015,209,209,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Peldaños
MC00100,COMPRESOR DOS MARTILLOS,Equipment,General,h,171.13,171.13,171.13,171.13,1,MXN,130.47,0.7624,181,181,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Hormigón armado
TO00300,OF. 1ª COLOCADOR,Labor,Labor,h,419.13,419.13,419.13,419.13,1,MXN,78.38,0.187,176,176,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,ESTRUCTURAS
KA01100,PRECERCO TUBO ACERO GALVANIZADO ABATIBLE O FIJO,Material,General,m,68.2,68.2,68.2,68.2,1,MXN,233.76,3.4277,159,159,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Fijas
ME00300,PALA CARGADORA,Equipment,General,h,642.9,642.9,642.9,642.9,1,MXN,23.65,0.0368,156,156,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Bóvedas
TO01500,OF. 1ª CARPINTERÍA,Labor,Labor,h,419.13,419.13,419.13,419.13,1,MXN,680.59,1.6238,154,154,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Maderas
TO00900,OF. 1ª MONTADOR,Labor,Labor,h,419.13,419.13,419.13,419.13,1,MXN,531.45,1.268,153,153,ALBAÑILERÍA,Base de Costes de la Construccion de Andalucia (BCCA 2023),ALBAÑILERÍA,ARCOS Y BÓVEDAS DE LADRILLO
CA00320,ACERO B 500 S,Material,General,kg,17.19,17.19,17.19,17.19,1,MXN,69.7,4.0556,150,150,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,Barras corrugadas
TO01100,OF. 1ª SOLADOR,Labor,Labor,h,419.13,419.13,419.13,419.13,1,MXN,121.87,0.2908,147,147,CUBIERTAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),CUBIERTAS,Encuentros
TO00600,OF. 1ª FERRALLISTA,Labor,Labor,h,419.13,419.13,419.13,419.13,1,MXN,41.07,0.098,138,138,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,Barras corrugadas
MV00100,VIBRADOR,Equipment,General,h,32.92,32.92,32.92,32.92,1,MXN,4.34,0.1319,128,128,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,Arriostramientos
TO02000,OF. 1ª INSTALADOR,Labor,Labor,h,419.13,419.13,419.13,419.13,1,MXN,223.13,0.5324,125,125,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Aire acondicionado
AGM01600,"MORTERO BASTARDO M10 (1:0,5:4) CEM II/A-L 32,5 N Y CAL",Material,General,m3,3161.87,3161.87,3161.87,3161.87,1,MXN,79.33,0.0251,121,121,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,ESTRUCTURAS
TA00100,AYUDANTE,Labor,Labor,h,404.48,404.48,404.48,404.48,1,MXN,560.42,1.3855,118,118,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Varios
ME00400,RETROEXCAVADORA,Equipment,General,h,942.28,942.28,942.28,942.28,1,MXN,301.6,0.3201,115,115,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Hormigón armado
CM00300,MADERA DE PINO EN TABLON,Material,General,m3,8015.83,8015.83,8015.83,8015.83,1,MXN,20.18,0.0025,114,114,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Horizontales
AGM00800,"MORTERO DE CEMENTO M5 (1:6) CEM II/A-L 32,5 N + PLAST.",Material,Concrete & Cement,m3,1508.67,1508.67,1508.67,1508.67,1,MXN,66.62,0.0442,109,109,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Aire acondicionado
TO01700,OF. 1ª CRISTALERO,Labor,Labor,h,419.13,419.13,419.13,419.13,1,MXN,335.02,0.7993,102,102,ALBAÑILERÍA,Base de Costes de la Construccion de Andalucia (BCCA 2023),ALBAÑILERÍA,Muros trombe
AA00200,ARENA FINA,Material,General,m3,322.9,322.9,322.9,322.9,1,MXN,53.59,0.166,102,102,SANEAMIENTO,Base de Costes de la Construccion de Andalucia (BCCA 2023),SANEAMIENTO,Varios
US25006,TORNILLO BICROMAT. C/T M-16x70,Material,General,u,10.49,10.49,10.49,10.49,1,MXN,197.71,18.8444,90,90,URBANIZACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),URBANIZACIONES,Para fundición
TO02200,OFICIAL 2ª,Labor,Labor,h,408.64,408.64,408.64,408.64,1,MXN,56.58,0.1385,85,85,ACONDICIONAMIENTO DE TERRENOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ACONDICIONAMIENTO DE TERRENOS,Vaciados
TO00700,OF. 1ª IMPERMEABILIZADOR,Labor,Labor,h,419.13,419.13,419.13,419.13,1,MXN,85.83,0.2048,80,80,ALBAÑILERÍA,Base de Costes de la Construccion de Andalucia (BCCA 2023),ALBAÑILERÍA,ALBAÑILERÍA
CH02920,"HORMIGÓN HA-25/P/20/XC2, SUMINISTRADO",Material,General,m3,1756.49,1756.49,1756.49,1756.49,1,MXN,435.86,0.2481,77,77,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,Muros pantalla
CA00620,ACERO ELECTROSOLDADO ME B 500 T EN MALLA,Material,General,kg,21.71,21.71,21.71,21.71,1,MXN,25.41,1.1704,75,75,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,Mallas electrosoldadas
KA01200,PRECERCO TUBO ACERO GALVANIZADO CORREDERA,Material,General,m,78.33,78.33,78.33,78.33,1,MXN,259.33,3.3108,74,74,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Correderas
TO01000,OF. 1ª PINTOR,Labor,Labor,h,419.13,419.13,419.13,419.13,1,MXN,112.08,0.2674,74,74,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Aire acondicionado
GW00100,AGUA POTABLE,Material,General,m3,20.98,20.98,20.98,20.98,1,MXN,4.57,0.2177,68,68,ACONDICIONAMIENTO DE TERRENOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ACONDICIONAMIENTO DE TERRENOS,Explanaciones
US25050,JUNTA DE GOMA DIÁM. 80 mm,Material,General,u,22.79,22.79,22.79,22.79,1,MXN,49.61,2.1765,68,68,URBANIZACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),URBANIZACIONES,Para fundición
WW00500,TRABAJOS COMPLEMENTARIOS,Material,General,u,5.43,5.43,5.43,5.43,1,MXN,577.39,106.3948,67,67,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Circuitos
GP00100,PASTA ADHESIVA,Material,General,kg,4.16,4.16,4.16,4.16,1,MXN,4.05,0.9725,65,65,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Especiales
EW00100,CONTENEDOR 1 m3,Material,General,u,58.25,58.25,58.25,58.25,1,MXN,49.37,0.8476,63,63,GESTIÓN DE RESIDUOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),GESTIÓN DE RESIDUOS,Varios
AA00300,ARENA GRUESA,Material,General,m3,251.44,251.44,251.44,251.44,1,MXN,220.52,0.877,63,63,SANEAMIENTO,Base de Costes de la Construccion de Andalucia (BCCA 2023),SANEAMIENTO,P.V.C.
FL01300,"LADRILLO CERÁM. PERF. TALADRO PEQUEÑO REVESTIR 24x11,5x5 cm",Material,General,mu,1427.81,1427.81,1427.81,1427.81,1,MXN,755.15,0.5289,63,63,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Aire acondicionado
GC00100,"CEMENTO BLANCO BL II/A-L 42,5 R EN SACOS",Material,Concrete & Cement,t,5587.85,5587.85,5587.85,5587.85,1,MXN,5.59,0.001,58,58,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Especiales
IE01900,"CABLE COBRE 1x1,5 mm2 H07V-K",Material,Electrical,m,10.31,10.31,10.31,10.31,1,MXN,192.6,18.6793,55,55,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Varios
TO00400,OF. 1ª ENCOFRADOR,Labor,Labor,h,419.13,419.13,419.13,419.13,1,MXN,95.78,0.2285,55,55,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Horizontales
CE00200,PUNTAL METÁLICO DE 3 m,Material,General,u,395.62,395.62,395.62,395.62,1,MXN,3.58,0.0091,54,54,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Horizontales
03HMM00002,HORMIGÓN EN MASA HM-20/P/40/X0 EN CIMIENTOS,Material,General,m3,2006.13,2006.13,2006.13,2006.13,1,MXN,1491.5,0.7435,53,53,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Verticales
TO00800,OF. 1ª JARDINERO,Labor,Labor,h,419.13,419.13,419.13,419.13,1,MXN,236.79,0.5649,49,49,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Varios
05HAC00010,ACERO EN BARRAS CORRUGADAS TIPO B400S,Material,General,kg,24.42,24.42,24.42,24.42,1,MXN,1454.59,59.5633,49,49,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,Vigas
VW01500,"PERFIL EN ""U"" DE NEOPRENO",Material,General,m,7.24,7.24,7.24,7.24,1,MXN,29.8,4.1184,49,49,CUBIERTAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),CUBIERTAS,Lucernarios
17TTT00100,RETIRADA DE TIERRAS INERTES N.P. A VERTEDERO AUTORIZADO 5 km,Material,General,m3,101.12,101.12,101.12,101.12,1,MXN,107.08,1.0589,48,48,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,CIMENTACIONES
MP00600,"REPERCUSIÓN S/UTIL, TRANS. MONT. ECT. MÁQUINA",Equipment,General,u,169.86,169.86,169.86,169.86,1,MXN,169.86,1.0,48,48,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,Prefabricados
PW00100,DISOLVENTE,Material,General,l,35.46,35.46,35.46,35.46,1,MXN,4.52,0.1275,48,48,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Ventiladores
US10750,"CARRETE BB F.D. 80x500, PN-16",Material,General,u,1064.39,1064.39,1064.39,1064.39,1,MXN,1064.39,1.0,47,47,URBANIZACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),URBANIZACIONES,Para fundición
CM00200,MADERA DE PINO EN TABLA,Material,General,m3,7461.02,7461.02,7461.02,7461.02,1,MXN,52.39,0.007,47,47,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Varios
CH04020,"HORMIGÓN HM-20/P/20/X0, SUMINISTRADO",Material,General,m3,1687.75,1687.75,1687.75,1687.75,1,MXN,297.19,0.1761,47,47,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,Sub-bases
01TLL90100,"LIMPIEZA Y DESBROCE DE TERRENO, CON MEDIOS MECANICOS",Material,General,m2,4.52,4.52,4.52,4.52,1,MXN,107.03,23.6667,45,45,SEGURIDAD Y SALUD,Base de Costes de la Construccion de Andalucia (BCCA 2023),SEGURIDAD Y SALUD,Aseos
02PBB00002,"EXC. POZOS TIERRA C. MEDIA, M. MANUALES, PROF. MAX. 1,50 m",Material,General,m3,1075.06,1075.06,1075.06,1075.06,1,MXN,976.25,0.9081,44,44,ACONDICIONAMIENTO DE TERRENOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ACONDICIONAMIENTO DE TERRENOS,A brazo
PE00200,ESMALTE SINTÉTICO,Material,General,kg,189.94,189.94,189.94,189.94,1,MXN,53.55,0.2819,44,44,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Emisores
IM02131,EQUIPO IMCREMENTO m DE RECORRIDO (SUPERIOR A 3 m POR PLANTA),Material,General,m,1671.47,1671.47,1671.47,1671.47,1,MXN,1749.21,1.0465,43,43,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Ascensores
US25009,TORNILLO BICROMAT. C/T M-20x80,Material,General,u,23.88,23.88,23.88,23.88,1,MXN,455.35,19.0698,43,43,URBANIZACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),URBANIZACIONES,Acometidas
PI00300,IMPRIMACIÓN ANTIOXIDANTE,Material,General,kg,194.46,194.46,194.46,194.46,1,MXN,27.22,0.14,42,42,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Ventiladores
TA00300,AYUDANTE CARPINTERÍA,Labor,Labor,h,404.48,404.48,404.48,404.48,1,MXN,703.97,1.7404,42,42,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,Vigas
KM07400,TAPAJUNTAS PINO FLANDES 60X15 mm,Material,General,m,32.2,32.2,32.2,32.2,1,MXN,125.24,3.8895,41,41,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Pintar
GP00300,PASTA NIVELADORA,Material,General,m2,30.03,30.03,30.03,30.03,1,MXN,26.0,0.8659,41,41,REVESTIMIENTOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),REVESTIMIENTOS,Peldaños
AGM00200,"MORTERO DE CEMENTO M15 (1:3) CEM II/A-L 32,5 N",Material,Concrete & Cement,m3,1989.49,1989.49,1989.49,1989.49,1,MXN,114.32,0.0575,41,41,SANEAMIENTO,Base de Costes de la Construccion de Andalucia (BCCA 2023),SANEAMIENTO,A pie de bajante
AGM00300,"MORTERO DE CEMENTO M10 (1:4) CEM II/A-L 32,5 N",Material,Concrete & Cement,m3,1735.51,1735.51,1735.51,1735.51,1,MXN,48.72,0.0281,41,41,ALBAÑILERÍA,Base de Costes de la Construccion de Andalucia (BCCA 2023),ALBAÑILERÍA,Muros trombe
AGY00100,PASTA DE YESO NEGRO YG,Material,General,m3,3742.9,3742.9,3742.9,3742.9,1,MXN,68.87,0.0184,40,40,ALBAÑILERÍA,Base de Costes de la Construccion de Andalucia (BCCA 2023),ALBAÑILERÍA,Paneles de yeso
KW03200,PERNIOS DE LATÓN 11 cm,Material,General,u,61.5,61.5,61.5,61.5,1,MXN,113.48,1.845,40,40,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
05HHP00003,HORMIGÓN PARA ARMAR HA-25/P/20/XC2 EN PILARES,Material,General,m3,2054.61,2054.61,2054.61,2054.61,1,MXN,708.58,0.3449,39,39,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,Pilares
MK00400,TRANSPORTE EN CONTENEDOR,Equipment,General,m3,296.13,296.13,296.13,296.13,1,MXN,307.33,1.0378,39,39,DEMOLICIONES Y TRABAJOS PREVIOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),DEMOLICIONES Y TRABAJOS PREVIOS,Tabicones
TO01005,OF. 2ª PINTOR,Labor,Labor,h,408.64,408.64,408.64,408.64,1,MXN,79.52,0.1946,38,38,PINTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),PINTURAS,Acrílicas
MR00200,PISÓN MECÁNICO MANUAL,Equipment,General,h,81.04,81.04,81.04,81.04,1,MXN,97.79,1.2067,37,37,ACONDICIONAMIENTO DE TERRENOS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ACONDICIONAMIENTO DE TERRENOS,Medios mecánicos
05HET00001,ENCOFRADO METÁLICO EN PILARES PARA REVESTIR,Material,General,m2,227.39,227.39,227.39,227.39,1,MXN,921.83,4.0541,37,37,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,Pilares
IE11900,TUBO PVC FLEXIBLE CORRUGADO DIÁM. 13 mm,Material,General,m,3.26,3.26,3.26,3.26,1,MXN,13.84,4.2514,36,36,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Varios
05HED00051,DESENCOFRADO ELEM. HORM. A REVESTIR ENC. CON PANELES METÁLICOS,Material,General,m2,39.8,39.8,39.8,39.8,1,MXN,143.27,3.6,35,35,SEGURIDAD Y SALUD,Base de Costes de la Construccion de Andalucia (BCCA 2023),SEGURIDAD Y SALUD,Aseos
KW03500,PICAPORTE DE RESBALÓN,Material,General,u,66.93,66.93,66.93,66.93,1,MXN,33.58,0.5017,35,35,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
05ACW00051,ACERO S275JR EN PLACA DE ANCLAJE A MURO HORMIGÓN O FÁBRICA,Material,General,kg,49.38,49.38,49.38,49.38,1,MXN,296.31,6.0,35,35,SEGURIDAD Y SALUD,Base de Costes de la Construccion de Andalucia (BCCA 2023),SEGURIDAD Y SALUD,Aseos
UJ01800,TIERRA VEGETAL,Material,General,m3,158.1,158.1,158.1,158.1,1,MXN,55.07,0.3483,34,34,CUBIERTAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),CUBIERTAS,Faldones
CB00600,BOVEDILLLA DE MORTERO CEMENTO,Material,Concrete & Cement,u,19.54,19.54,19.54,19.54,1,MXN,105.48,5.3988,34,34,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,Autorresistentes
KM05100,MADERA PINO FLANDES,Material,General,m3,8410.72,8410.72,8410.72,8410.72,1,MXN,566.32,0.0673,33,33,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,Madera
FL00500,"LADRILLO CERÁM. HUECO SENCILLO 24x11,5x4 cm",Material,General,mu,2713.43,2713.43,2713.43,2713.43,1,MXN,87.73,0.0323,33,33,ALBAÑILERÍA,Base de Costes de la Construccion de Andalucia (BCCA 2023),ALBAÑILERÍA,Tabiques sencillos
KW02500,JUEGO DE POMOS O MANIVELAS DE LATON,Material,General,u,186.86,186.86,186.86,186.86,1,MXN,98.3,0.5261,33,33,CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Base de Costes de la Construccion de Andalucia (BCCA 2023),CARPINTERÍA Y ELEMENTOS DE SEGURIDAD Y PROTECCIÓN,Barnizar
03ACC00011,ACERO EN BARRAS CORRUGADAS B500S EN CIMENT.,Material,General,kg,27.5,27.5,27.5,27.5,1,MXN,1519.56,55.2647,32,32,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,In situ
MB00200,BOMBA DE HORMIGONAR,Equipment,General,h,1773.86,1773.86,1773.86,1773.86,1,MXN,209.76,0.1182,32,32,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,In situ
CH80150,"HORMIGÓN HA-30/F/20/XC2, SUMINISTRADO",Material,General,m3,1899.4,1899.4,1899.4,1899.4,1,MXN,975.52,0.5136,32,32,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,Muros pantalla
MC00200,COMPRESOR PARA PROYECTAR,Equipment,General,h,72.0,72.0,72.0,72.0,1,MXN,4.69,0.0652,32,32,ESTRUCTURAS,Base de Costes de la Construccion de Andalucia (BCCA 2023),ESTRUCTURAS,ESTRUCTURAS
GC00200,"CEMENTO CEM II/A-L 32,5 N EN SACOS",Material,Concrete & Cement,t,2916.75,2916.75,2916.75,2916.75,1,MXN,82.61,0.0283,31,31,CIMENTACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),CIMENTACIONES,In situ
IE12500,TUBO PVC RIGIDO DIÁM. 13 mm,Material,General,m,16.46,16.46,16.46,16.46,1,MXN,130.85,7.9487,31,31,INSTALACIONES,Base de Costes de la Construccion de Andalucia (BCCA 2023),INSTALACIONES,Varios
FL00800,"LADRILLO MACIZO DE TEJAR 24x11,5x3,5 cm",Material,General,mu,9592.87,9592.87,9592.87,9592.87,1,MXN,440.03,0.0459,31,31,ALBAÑILERÍA,Base de Costes de la Construccion de Andalucia (BCCA 2023),ALBAÑILERÍA,Especiales
